"replication","tau","estimator","h","n_gridpoints","n_success","n_failure","n_accepted","any_accepted","all_accepted","left_boundary_accepted","right_boundary_accepted","n_accepted_components_grid","minimum_accepted_alpha","maximum_accepted_alpha","alpha_hat_grid","min_W","accepted_measure_h","accepted_measure_status"
6,0.5,"Full-GMM",0.05,81,81,0,76,TRUE,FALSE,FALSE,TRUE,3,-0.9,3,0.85,0.000661648738994196,3.775,"none"
6,0.5,"Full-GMM",0.025,161,161,0,152,TRUE,FALSE,FALSE,TRUE,7,-0.975,3,0.85,0.000661648738994196,3.7875,"none"
6,0.5,"Oracle-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.8,0.0251285030692415,4,"none"
6,0.5,"Oracle-GMM",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.8,0.0251285030692415,4,"none"
6,0.5,"Oracle-GMM",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.8,0.0251285030692415,4,"none"
6,0.9,"DML-IVQR",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,1,0.323645885123814,4,"none"
6,0.9,"DML-IVQR",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,-0.45,0.274407914924807,4,"none"
6,0.9,"DML-IVQR",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,1.725,0.21905599172001,4,"none"
6,0.9,"Full-GMM",0.1,41,41,0,40,TRUE,FALSE,TRUE,TRUE,2,-1,3,0,0.0291080624317796,3.9,"none"
6,0.9,"Full-GMM",0.05,81,81,0,77,TRUE,FALSE,TRUE,TRUE,4,-1,3,-0.85,0.00213107540173561,3.8,"none"
6,0.9,"Full-GMM",0.025,161,161,0,153,TRUE,FALSE,TRUE,TRUE,6,-1,3,-0.85,0.00213107540173561,3.8,"none"
6,0.9,"Oracle-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,1.3,0.0686964948309748,4,"none"
6,0.9,"Oracle-GMM",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,0.85,0.0521853794051242,4,"none"
6,0.9,"Oracle-GMM",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,1.425,0.0296531684294114,4,"none"
7,0.1,"DML-IVQR",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,-0.5,0.00690303710800232,4,"none"
7,0.1,"DML-IVQR",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,-0.5,0.00690303710800232,4,"none"
7,0.1,"DML-IVQR",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,-0.375,0.00549803909150759,4,"none"
7,0.1,"Full-GMM",0.1,41,41,0,40,TRUE,FALSE,TRUE,FALSE,1,-1,2.9,-0.5,0.00706573303693116,3.95,"none"
7,0.1,"Full-GMM",0.05,81,81,0,79,TRUE,FALSE,TRUE,FALSE,2,-1,2.95,-0.5,0.00706573303693116,3.925,"none"
7,0.1,"Full-GMM",0.025,161,161,0,158,TRUE,FALSE,TRUE,FALSE,3,-1,2.975,0.625,0.00427326214809001,3.9375,"none"
7,0.1,"Oracle-GMM",0.1,41,41,0,27,TRUE,FALSE,TRUE,FALSE,3,-1,2.2,0.4,0.100726025230266,2.65,"none"
7,0.1,"Oracle-GMM",0.05,81,81,0,54,TRUE,FALSE,TRUE,FALSE,5,-1,2.45,-0.35,0.0450409363458248,2.675,"none"
7,0.1,"Oracle-GMM",0.025,161,161,0,108,TRUE,FALSE,TRUE,FALSE,12,-1,2.475,0.275,0.0301692867097487,2.6875,"none"
7,0.5,"DML-IVQR",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,0.7,0.0099239933489246,4,"none"
7,0.5,"DML-IVQR",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,0.7,0.0099239933489246,4,"none"
7,0.5,"DML-IVQR",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,0.475,0.00519740320881326,4,"none"
7,0.5,"Full-GMM",0.1,41,41,0,39,TRUE,FALSE,TRUE,TRUE,3,-1,3,0.4,0.105180269952841,3.8,"none"
7,0.5,"Full-GMM",0.05,81,81,0,78,TRUE,FALSE,TRUE,TRUE,3,-1,3,1.15,0.0360462056663898,3.85,"none"
7,0.5,"Full-GMM",0.025,161,161,0,153,TRUE,FALSE,TRUE,TRUE,6,-1,3,1.225,0.0141551386418077,3.8,"none"
7,0.5,"Oracle-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,0.5,0.0334874859515667,4,"none"
7,0.5,"Oracle-GMM",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,0.5,0.0334874859515667,4,"none"
7,0.5,"Oracle-GMM",0.025,161,161,0,160,TRUE,FALSE,TRUE,TRUE,2,-1,3,0.675,0.0220306709022522,3.975,"none"
7,0.9,"DML-IVQR",0.1,41,41,0,31,TRUE,FALSE,TRUE,TRUE,4,-1,3,2.8,0.320030018522275,3,"none"
7,0.9,"DML-IVQR",0.05,81,81,0,63,TRUE,FALSE,TRUE,TRUE,8,-1,3,2.8,0.320030018522275,3.1,"none"
7,0.9,"DML-IVQR",0.025,161,161,0,124,TRUE,FALSE,TRUE,TRUE,12,-1,3,2.8,0.320030018522275,3.075,"none"
7,0.9,"Full-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.9,0.00868842178566582,4,"none"
