"replication","n","tau","kappa","estimator","alpha_true","alpha_hat","bias","abs_error","squared_error","W_true","covered","rejected_true","cr_length","cr_any_accepted","cr_all_accepted","cr_left_boundary_accepted","cr_right_boundary_accepted","cr_n_components_grid","point_left_boundary","point_right_boundary","n_W_success","n_W_failure","status"
1,500,0.9,0.1,"Full-GMM",2.2815515655446,1.9,-0.3815515655446,0.3815515655446,0.145581597169536,3.79959451870271,TRUE,FALSE,3.85,TRUE,FALSE,TRUE,TRUE,4,FALSE,FALSE,86,0,"OK"
1,500,0.9,0.1,"DML-IVQR",2.2815515655446,2.7,0.418448434455399,0.418448434455399,0.175099092298175,1.95134912686126,TRUE,FALSE,2.85,TRUE,FALSE,TRUE,TRUE,8,FALSE,FALSE,86,0,"OK"
1,1000,0.1,1,"Oracle-GMM",-0.281551565544601,-0.3,-0.0184484344553991,0.0184484344553991,0.000340344733855157,1.49689246108892,TRUE,FALSE,0.5,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,86,0,"OK"
1,1000,0.1,1,"Full-GMM",-0.281551565544601,0.2,0.481551565544601,0.481551565544601,0.231891910278456,5.496102419274,TRUE,FALSE,0.75,TRUE,FALSE,FALSE,FALSE,5,FALSE,FALSE,86,0,"OK"
1,1000,0.1,1,"DML-IVQR",-0.281551565544601,-0.4,-0.118448434455399,0.118448434455399,0.014030031624935,0.922588608346925,TRUE,FALSE,0.65,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.1,0.5,"Oracle-GMM",-0.281551565544601,-0.2,0.0815515655446009,0.0815515655446009,0.00665065784277533,0.70281733871068,TRUE,FALSE,1.45,TRUE,FALSE,FALSE,FALSE,5,FALSE,FALSE,86,0,"OK"
1,1000,0.1,0.5,"Full-GMM",-0.281551565544601,0.3,0.581551565544601,0.581551565544601,0.338202223387376,3.63956180176423,TRUE,FALSE,1.6,TRUE,FALSE,FALSE,FALSE,6,FALSE,FALSE,86,0,"OK"
1,1000,0.1,0.5,"DML-IVQR",-0.281551565544601,0.2,0.481551565544601,0.481551565544601,0.231891910278456,0.894429312200379,TRUE,FALSE,3,TRUE,FALSE,FALSE,FALSE,4,FALSE,FALSE,86,0,"OK"
1,1000,0.1,0.25,"Oracle-GMM",-0.281551565544601,-0.4,-0.118448434455399,0.118448434455399,0.014030031624935,0.233946180856738,TRUE,FALSE,3.725,TRUE,FALSE,FALSE,TRUE,2,FALSE,FALSE,86,0,"OK"
1,1000,0.1,0.25,"Full-GMM",-0.281551565544601,-0.1,0.181551565544601,0.181551565544601,0.0329609709516955,0.389059468619238,TRUE,FALSE,3.575,TRUE,FALSE,TRUE,FALSE,6,FALSE,FALSE,86,0,"OK"
1,1000,0.1,0.25,"DML-IVQR",-0.281551565544601,0.2,0.481551565544601,0.481551565544601,0.231891910278456,1.33846879108243,TRUE,FALSE,3.775,TRUE,FALSE,FALSE,TRUE,2,FALSE,FALSE,86,0,"OK"
1,1000,0.1,0.1,"Oracle-GMM",-0.281551565544601,-0.4,-0.118448434455399,0.118448434455399,0.014030031624935,0.448708003926494,TRUE,FALSE,4,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.1,0.1,"Full-GMM",-0.281551565544601,0.1,0.381551565544601,0.381551565544601,0.145581597169536,1.38845239331079,TRUE,FALSE,3.95,TRUE,FALSE,TRUE,TRUE,2,FALSE,FALSE,86,0,"OK"
1,1000,0.1,0.1,"DML-IVQR",-0.281551565544601,-0.2,0.0815515655446009,0.0815515655446009,0.00665065784277533,0.487395783694173,TRUE,FALSE,4,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.25,1,"Oracle-GMM",0.325510249803918,0.3,-0.0255102498039183,0.0255102498039183,0.000650772845058311,0.203964393143034,TRUE,FALSE,0.3,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.25,1,"Full-GMM",0.325510249803918,0.4,0.0744897501960818,0.0744897501960818,0.00554872288427467,4.30049583017141,TRUE,FALSE,0.4,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.25,1,"DML-IVQR",0.325510249803918,0.3,-0.0255102498039183,0.0255102498039183,0.000650772845058311,0.993081636927135,TRUE,FALSE,0.3,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.25,0.5,"Oracle-GMM",0.325510249803918,0.4,0.0744897501960818,0.0744897501960818,0.00554872288427467,0.708319942660663,TRUE,FALSE,0.5,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.25,0.5,"Full-GMM",0.325510249803918,0.4,0.0744897501960818,0.0744897501960818,0.00554872288427467,3.15639257456547,TRUE,FALSE,0.5,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,86,0,"OK"
1,1000,0.25,0.5,"DML-IVQR",0.325510249803918,0.2,-0.125510249803918,0.125510249803918,0.0157528228058419,1.28803000489999,TRUE,FALSE,0.85,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.25,0.25,"Oracle-GMM",0.325510249803918,0.4,0.0744897501960818,0.0744897501960818,0.00554872288427467,0.420034709369803,TRUE,FALSE,1.975,TRUE,FALSE,TRUE,FALSE,5,FALSE,FALSE,86,0,"OK"
1,1000,0.25,0.25,"Full-GMM",0.325510249803918,1,0.674489750196082,0.674489750196082,0.454936423119573,1.37925060460745,TRUE,FALSE,3.4,TRUE,FALSE,TRUE,TRUE,7,FALSE,FALSE,86,0,"OK"
1,1000,0.25,0.25,"DML-IVQR",0.325510249803918,0.3,-0.0255102498039183,0.0255102498039183,0.000650772845058311,1.23292473633091,TRUE,FALSE,2.825,TRUE,FALSE,FALSE,TRUE,7,FALSE,FALSE,86,0,"OK"
1,1000,0.25,0.1,"Oracle-GMM",0.325510249803918,-0.2,-0.525510249803918,0.525510249803918,0.276161022648977,0.468179256744692,TRUE,FALSE,4,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.25,0.1,"Full-GMM",0.325510249803918,-0.7,-1.02551024980392,1.02551024980392,1.05167127245289,4.29705742959532,TRUE,FALSE,3.9,TRUE,FALSE,TRUE,TRUE,3,FALSE,FALSE,86,0,"OK"
1,1000,0.25,0.1,"DML-IVQR",0.325510249803918,0.7,0.374489750196082,0.374489750196082,0.140242573001924,0.80779928296824,TRUE,FALSE,4,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.5,1,"Oracle-GMM",1,1,0,0,0,1.37766165125754,TRUE,FALSE,0.2,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,81,0,"OK"
1,1000,0.5,1,"Full-GMM",1,0.9,-0.0999999999999999,0.0999999999999999,0.00999999999999997,1.41420874462257,TRUE,FALSE,0.35,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,81,0,"OK"
1,1000,0.5,1,"DML-IVQR",1,0.9,-0.0999999999999999,0.0999999999999999,0.00999999999999997,4.53344212639024,TRUE,FALSE,0.25,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,81,0,"OK"
1,1000,0.5,0.5,"Oracle-GMM",1,0.8,-0.2,0.2,0.04,4.61243864388553,TRUE,FALSE,0.6,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,81,0,"OK"
1,1000,0.5,0.5,"Full-GMM",1,0.6,-0.4,0.4,0.16,6.5319384463615,FALSE,TRUE,0.75,TRUE,FALSE,FALSE,FALSE,4,FALSE,FALSE,81,0,"OK"
1,1000,0.5,0.5,"DML-IVQR",1,0.8,-0.2,0.2,0.04,4.1638676578074,TRUE,FALSE,0.75,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,81,0,"OK"
1,1000,0.5,0.25,"Oracle-GMM",1,0.5,-0.5,0.5,0.25,4.60983913937438,TRUE,FALSE,3.25,TRUE,FALSE,TRUE,TRUE,6,FALSE,FALSE,81,0,"OK"
1,1000,0.5,0.25,"Full-GMM",1,0.5,-0.5,0.5,0.25,8.7946798541067,FALSE,TRUE,3.7,TRUE,FALSE,TRUE,TRUE,5,FALSE,FALSE,81,0,"OK"
1,1000,0.5,0.25,"DML-IVQR",1,0.5,-0.5,0.5,0.25,5.69186882136841,TRUE,FALSE,2.675,TRUE,FALSE,FALSE,TRUE,4,FALSE,FALSE,81,0,"OK"
1,1000,0.5,0.1,"Oracle-GMM",1,-0.8,-1.8,1.8,3.24,5.31133965283629,TRUE,FALSE,3.95,TRUE,FALSE,TRUE,TRUE,2,FALSE,FALSE,81,0,"OK"
1,1000,0.5,0.1,"Full-GMM",1,1.7,0.7,0.7,0.49,5.00598914580414,TRUE,FALSE,3.95,TRUE,FALSE,TRUE,TRUE,2,FALSE,FALSE,81,0,"OK"
1,1000,0.5,0.1,"DML-IVQR",1,1.6,0.6,0.6,0.36,6.85422750575123,FALSE,TRUE,3.85,TRUE,FALSE,TRUE,TRUE,3,FALSE,FALSE,81,0,"OK"
1,1000,0.75,1,"Oracle-GMM",1.67448975019608,1.6,-0.0744897501960815,0.0744897501960815,0.00554872288427462,1.59116216111769,TRUE,FALSE,0.4,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,86,0,"OK"
1,1000,0.75,1,"Full-GMM",1.67448975019608,1.3,-0.374489750196081,0.374489750196081,0.140242573001923,1.29336004240298,TRUE,FALSE,0.7,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,86,0,"OK"
1,1000,0.75,1,"DML-IVQR",1.67448975019608,1.5,-0.174489750196082,0.174489750196082,0.030446672923491,2.01442711487676,TRUE,FALSE,0.45,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.75,0.5,"Oracle-GMM",1.67448975019608,1.6,-0.0744897501960815,0.0744897501960815,0.00554872288427462,0.517186575414291,TRUE,FALSE,1.25,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,86,0,"OK"
1,1000,0.75,0.5,"Full-GMM",1.67448975019608,1.5,-0.174489750196082,0.174489750196082,0.030446672923491,1.73099313471066,TRUE,FALSE,1.7,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,86,0,"OK"
1,1000,0.75,0.5,"DML-IVQR",1.67448975019608,1.5,-0.174489750196082,0.174489750196082,0.030446672923491,0.654807651378753,TRUE,FALSE,1.4,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,86,0,"OK"
1,1000,0.75,0.25,"Oracle-GMM",1.67448975019608,1.6,-0.0744897501960815,0.0744897501960815,0.00554872288427462,1.03217096673115,TRUE,FALSE,2.975,TRUE,FALSE,TRUE,FALSE,2,FALSE,FALSE,86,0,"OK"
1,1000,0.75,0.25,"Full-GMM",1.67448975019608,0.9,-0.774489750196081,0.774489750196081,0.599834373158789,0.22803625352215,TRUE,FALSE,3.025,TRUE,FALSE,TRUE,FALSE,4,FALSE,FALSE,86,0,"OK"
1,1000,0.75,0.25,"DML-IVQR",1.67448975019608,1.2,-0.474489750196081,0.474489750196081,0.22514052304114,0.381082145426988,TRUE,FALSE,3.175,TRUE,FALSE,TRUE,FALSE,3,FALSE,FALSE,86,0,"OK"
1,1000,0.75,0.1,"Oracle-GMM",1.67448975019608,0.5,-1.17448975019608,1.17448975019608,1.37942617331565,0.284622775406369,TRUE,FALSE,4,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.75,0.1,"Full-GMM",1.67448975019608,1.4,-0.274489750196081,0.274489750196081,0.0753446229627071,0.561355652990193,TRUE,FALSE,4,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.75,0.1,"DML-IVQR",1.67448975019608,0.8,-0.874489750196082,0.874489750196082,0.764732323198005,0.103568693714634,TRUE,FALSE,4,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.9,1,"Oracle-GMM",2.2815515655446,2.1,-0.181551565544601,0.181551565544601,0.0329609709516955,2.98346357056007,TRUE,FALSE,0.75,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,86,0,"OK"
1,1000,0.9,1,"Full-GMM",2.2815515655446,1.7,-0.581551565544601,0.581551565544601,0.338202223387376,12.4915154782129,FALSE,TRUE,1.3,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,86,0,"OK"
1,1000,0.9,1,"DML-IVQR",2.2815515655446,2,-0.281551565544601,0.281551565544601,0.0792712840606156,7.85020862206465,FALSE,TRUE,0.4,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.9,0.5,"Oracle-GMM",2.2815515655446,1.8,-0.481551565544601,0.481551565544601,0.231891910278456,2.27879663768369,TRUE,FALSE,3.25,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.9,0.5,"Full-GMM",2.2815515655446,-0.9,-3.1815515655446,3.1815515655446,10.1222703642193,8.27109103095028,FALSE,TRUE,3.375,TRUE,FALSE,TRUE,FALSE,5,FALSE,FALSE,86,0,"OK"
1,1000,0.9,0.5,"DML-IVQR",2.2815515655446,2,-0.281551565544601,0.281551565544601,0.0792712840606156,3.56465291016293,TRUE,FALSE,3.35,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.9,0.25,"Oracle-GMM",2.2815515655446,0.6,-1.6815515655446,1.6815515655446,2.8276156675855,3.41094690970133,TRUE,FALSE,3.425,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,86,0,"OK"
1,1000,0.9,0.25,"Full-GMM",2.2815515655446,0.9,-1.3815515655446,1.3815515655446,1.90868472825874,4.79015821172764,TRUE,FALSE,3.55,TRUE,FALSE,TRUE,TRUE,7,FALSE,FALSE,86,0,"OK"
